run_accession,experiment_accession,sample_accession,study_accession,sample_alias,library_name,library_strategy,library_source,library_selection,library_layout,instrument_platform,instrument_model,read_count,base_count,fastq_ftp,fastq_md5,fastq_bytes,submitted_ftp,queried_accession,fastq_r1_ftp,fastq_r2_ftp,fastq_r1_https,fastq_r2_https,fastq_r1_md5,fastq_r2_md5,fastq_r1_bytes,fastq_r2_bytes,total_fastq_gb
SRR11094255,SRX7733074,SAMN14118421,PRJNA606979,GSM4317418,,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,ILLUMINA,Illumina NovaSeq 6000,385772740,116503367480,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/055/SRR11094255/SRR11094255_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/055/SRR11094255/SRR11094255_2.fastq.gz,ccb26d6d6fae480fb83e122d6c02ee83;d2ca39525068705435944a5eefa5dc83,25292368249;27931116286,,GSE145370,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/055/SRR11094255/SRR11094255_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/055/SRR11094255/SRR11094255_2.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/055/SRR11094255/SRR11094255_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/055/SRR11094255/SRR11094255_2.fastq.gz,ccb26d6d6fae480fb83e122d6c02ee83,d2ca39525068705435944a5eefa5dc83,25292368249.0,27931116286.0,53.22
SRR11094258,SRX7733077,SAMN14118418,PRJNA606979,GSM4317421,,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,ILLUMINA,Illumina NovaSeq 6000,365932847,110511719794,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/058/SRR11094258/SRR11094258_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/058/SRR11094258/SRR11094258_2.fastq.gz,4d8e3060442dda22a37c8b282e4ad815;51baf4db61210a79b6bd766d2ccb8cc4,23933968904;26345692261,,GSE145370,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/058/SRR11094258/SRR11094258_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/058/SRR11094258/SRR11094258_2.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/058/SRR11094258/SRR11094258_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/058/SRR11094258/SRR11094258_2.fastq.gz,4d8e3060442dda22a37c8b282e4ad815,51baf4db61210a79b6bd766d2ccb8cc4,23933968904.0,26345692261.0,50.28
SRR11094251,SRX7733070,SAMN14118425,PRJNA606979,GSM4317414,,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,ILLUMINA,Illumina NovaSeq 6000,350108172,105732667944,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/051/SRR11094251/SRR11094251_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/051/SRR11094251/SRR11094251_2.fastq.gz,02b9eb1dd1dc04c4fbeaf20865f16a8b;5736bc872626db31086db81e8786ab09,23484900893;25588436675,,GSE145370,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/051/SRR11094251/SRR11094251_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/051/SRR11094251/SRR11094251_2.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/051/SRR11094251/SRR11094251_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/051/SRR11094251/SRR11094251_2.fastq.gz,02b9eb1dd1dc04c4fbeaf20865f16a8b,5736bc872626db31086db81e8786ab09,23484900893.0,25588436675.0,49.07
SRR11094254,SRX7733073,SAMN14118422,PRJNA606979,GSM4317417,,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,ILLUMINA,Illumina NovaSeq 6000,336981942,101768546484,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/054/SRR11094254/SRR11094254_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/054/SRR11094254/SRR11094254_2.fastq.gz,a1d7e47b9140ef06c621d0f35d4e7fea;0428280e4a2bf119ca4fd0eb824cc8d1,17750134627;18445331586,,GSE145370,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/054/SRR11094254/SRR11094254_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/054/SRR11094254/SRR11094254_2.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/054/SRR11094254/SRR11094254_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/054/SRR11094254/SRR11094254_2.fastq.gz,a1d7e47b9140ef06c621d0f35d4e7fea,0428280e4a2bf119ca4fd0eb824cc8d1,25261477126.0,27337923841.0,52.6
SRR11094256,SRX7733075,SAMN14118420,PRJNA606979,GSM4317419,,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,ILLUMINA,Illumina NovaSeq 6000,362997377,109625207854,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/056/SRR11094256/SRR11094256_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/056/SRR11094256/SRR11094256_2.fastq.gz,e3d7ef00082c672b294d821a9d2f253d;adefaee73c8b842a7844be259fb74ed6,25261477126;27337923841,,GSE145370,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/056/SRR11094256/SRR11094256_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/056/SRR11094256/SRR11094256_2.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/056/SRR11094256/SRR11094256_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/056/SRR11094256/SRR11094256_2.fastq.gz,e3d7ef00082c672b294d821a9d2f253d,adefaee73c8b842a7844be259fb74ed6,25431773518.0,26656636908.0,52.09
SRR11094242,SRX7733065,SAMN14118430,PRJNA606979,GSM4317409,,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,ILLUMINA,Illumina NovaSeq 6000,345812670,104435426340,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/042/SRR11094242/SRR11094242_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/042/SRR11094242/SRR11094242_2.fastq.gz,ba513c57c1abc746666c02863663adbb;bb1fd45eaae6117d79332c4aa7592784,22659407564;24302507784,,GSE145370,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/042/SRR11094242/SRR11094242_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/042/SRR11094242/SRR11094242_2.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/042/SRR11094242/SRR11094242_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/042/SRR11094242/SRR11094242_2.fastq.gz,ba513c57c1abc746666c02863663adbb,bb1fd45eaae6117d79332c4aa7592784,,,
SRR11094244,SRX7733067,SAMN14118428,PRJNA606979,GSM4317411,,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,ILLUMINA,Illumina NovaSeq 6000,481677740,145466677480,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/044/SRR11094244/SRR11094244_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/044/SRR11094244/SRR11094244_2.fastq.gz,94c2c4208e1ee61557031786b864622c;a1cc52253ba2c6e0c6364089b7e8122b,25431773518;26656636908,,GSE145370,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/044/SRR11094244/SRR11094244_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/044/SRR11094244/SRR11094244_2.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/044/SRR11094244/SRR11094244_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/044/SRR11094244/SRR11094244_2.fastq.gz,94c2c4208e1ee61557031786b864622c,a1cc52253ba2c6e0c6364089b7e8122b,,,
SRR11094246,SRX7733069,SAMN14118426,PRJNA606979,GSM4317413,,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,ILLUMINA,Illumina NovaSeq 6000,199430909,60228134518,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/046/SRR11094246/SRR11094246_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/046/SRR11094246/SRR11094246_2.fastq.gz,16dbf776c35ee2bf4ad4ae8cd590682f;018564a5dd8c3dbde29e0930cc7709b9,13509242569;14737900299,,GSE145370,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/046/SRR11094246/SRR11094246_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/046/SRR11094246/SRR11094246_2.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/046/SRR11094246/SRR11094246_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/046/SRR11094246/SRR11094246_2.fastq.gz,16dbf776c35ee2bf4ad4ae8cd590682f,018564a5dd8c3dbde29e0930cc7709b9,,,
SRR11094250,SRX7733069,SAMN14118426,PRJNA606979,GSM4317413,,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,ILLUMINA,Illumina NovaSeq 6000,48853576,14753779952,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/050/SRR11094250/SRR11094250_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/050/SRR11094250/SRR11094250_2.fastq.gz,ef08ccef424c3e0b66de46b63966b006;5dee5372d966ec475c0bae5ad7139813,3058834821;3261319196,,GSE145370,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/050/SRR11094250/SRR11094250_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/050/SRR11094250/SRR11094250_2.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/050/SRR11094250/SRR11094250_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/050/SRR11094250/SRR11094250_2.fastq.gz,ef08ccef424c3e0b66de46b63966b006,5dee5372d966ec475c0bae5ad7139813,,,
SRR11094252,SRX7733071,SAMN14118424,PRJNA606979,GSM4317415,,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,ILLUMINA,Illumina NovaSeq 6000,411634345,124313572190,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/052/SRR11094252/SRR11094252_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/052/SRR11094252/SRR11094252_2.fastq.gz,183b418c4cea66606d38d2083df7d9fe;42ea50c6b7c0ef89d4181ab371e17480,29796986488;28920921910,,GSE145370,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/052/SRR11094252/SRR11094252_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/052/SRR11094252/SRR11094252_2.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/052/SRR11094252/SRR11094252_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/052/SRR11094252/SRR11094252_2.fastq.gz,183b418c4cea66606d38d2083df7d9fe,42ea50c6b7c0ef89d4181ab371e17480,,,
SRR11094257,SRX7733076,SAMN14118419,PRJNA606979,GSM4317420,,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,ILLUMINA,Illumina NovaSeq 6000,442589259,133661956218,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/057/SRR11094257/SRR11094257_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/057/SRR11094257/SRR11094257_2.fastq.gz,f148c76636898cf8b14cb4dc394dfc37;6bb5de3af1ffbe9711eb1bff951af420,30073554508;32439513275,,GSE145370,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/057/SRR11094257/SRR11094257_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/057/SRR11094257/SRR11094257_2.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/057/SRR11094257/SRR11094257_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/057/SRR11094257/SRR11094257_2.fastq.gz,f148c76636898cf8b14cb4dc394dfc37,6bb5de3af1ffbe9711eb1bff951af420,,,
SRR11094259,SRX7733078,SAMN14118417,PRJNA606979,GSM4317422,,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,ILLUMINA,Illumina NovaSeq 6000,371270343,112123643586,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/059/SRR11094259/SRR11094259_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/059/SRR11094259/SRR11094259_2.fastq.gz,0754c249b6b801446a9afb5d756c302b;f81caab8f16810a4bf2819f9a5e01097,24138290713;26321042322,,GSE145370,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/059/SRR11094259/SRR11094259_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/059/SRR11094259/SRR11094259_2.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/059/SRR11094259/SRR11094259_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/059/SRR11094259/SRR11094259_2.fastq.gz,0754c249b6b801446a9afb5d756c302b,f81caab8f16810a4bf2819f9a5e01097,,,
